5288793,湖景大酒店,闽菜,100,18,6,3,5,1,3
18002291,丽景商务酒店(溪美街店),经济型,138,18,10,6,0,2,0
21049192,龙津商务酒店,经济型,127,11,8,2,1,0,0
10645265,馆驿七号民宿,经济型,198,22,10,7,5,0,0
56861583,泊捷酒店(洛江店),经济型,118,5,4,1,0,0,0
12995224,皇冠假日酒店(和平中路店),经济型,128,48,29,12,3,1,3
56818671,沁园春中餐厅(泉州酒店),其他,47,16,6,9,1,0,0
23959235,泉州惠安东南大酒店,四星级/高档型,249,24,7,13,3,1,0
41694939,英华大酒店海鲜酒楼,海鲜,83,17,12,3,1,0,1
13758307,晋江盈丰酒店(鞋都路店),四星级/高档型,146,16,9,5,2,0,0
13761092,泉州金威假日酒店,四星级/高档型,308,17,6,7,2,0,2
8388105,维斯酒店(万达店),经济型,158,48,15,11,10,1,11
2864110,阳光.堡钻酒店(晋江阳光广场店),三星级/舒适型,158,22,12,5,3,1,1
5989179,德化瓷国明珠酒店,四星级/高档型,267,29,18,7,1,0,3
57669102,泉州滨海大酒店,四星级/高档型,252,5,3,2,0,0,0
58737471,荣誉大酒店中餐厅,其他,99,13,3,2,7,0,1
13754152,精途酒店时代广场机场店(原华尔...,三星级/舒适型,119,34,23,8,1,1,1
66392810,速8酒店(泉州师范学院店),经济型,158,3,1,1,1,0,0
59437299,最佳西方凯誉酒店(逅餐厅),西餐,107,1,0,0,1,0,0
65553665,如家快捷酒店(义全街新汽车站店),经济型,124,5,2,3,0,0,0
22140919,格林豪泰快捷酒店(泉州宝洲路万...,经济型,135,20,7,8,3,0,2
24076463,南安大酒店足浴,足疗按摩,70,12,6,4,1,1,0
12991015,南安东方五洲酒店,四星级/高档型,320,10,7,0,1,0,2
24050682,锦江之星(泉州惠安崇武古城店),经济型,139,13,8,3,1,0,1
13874843,泊捷时尚酒店(机场店),经济型,88,3,3,0,0,0,0
18002309,惠安金贯大酒店,四星级/高档型,264,8,5,2,1,0,0
5357319,速8酒店(泉州石狮石泉路店),经济型,118,19,11,3,3,1,1
18474483,海园商务酒店,经济型,158,11,10,1,0,0,0
19452436,泉州太子酒店餐厅,闽菜,57,12,5,6,0,0,1
18290524,如家快捷酒店(泉州安溪茶都店),经济型,151,12,9,2,1,0,0
23578515,致青春时尚公寓,经济型,68,0,0,0,0,0,0
5153466,德化戴云大酒店,四星级/高档型,242,9,5,4,0,0,0
51055447,皇都大酒店,三星级/舒适型,178,0,0,0,0,0,0
6168827,嘉禾酒店,经济型,118,18,8,7,2,0,1
66450006,起航青年客栈(刺桐阁店),客栈旅舍,36,0,0,0,0,0,0
27109151,惠房晶钻公寓,经济型,118,0,0,0,0,0,0
38125823,安居住宿,经济型,30,0,0,0,0,0,0
66314349,七七日租公寓(天后店),经济型,138,0,0,0,0,0,0
66218001,铂豪宾馆,公寓式酒店,78,0,0,0,0,0,0
12988716,鑫顺商务宾馆,经济型,120,1,0,1,0,0,0
23068061,金池大酒店,经济型,158,0,0,0,0,0,0
27543962,好运住宿,经济型,38,0,0,0,0,0,0
58624694,新天快捷宾馆,经济型,88,0,0,0,0,0,0
21731619,南方公寓,经济型,38,0,0,0,0,0,0
22801326,新天地宾馆,经济型,68,0,0,0,0,0,0
12994382,怡家商务宾馆,经济型,108,0,0,0,0,0,0
32311834,福隆公寓,经济型,58,0,0,0,0,0,0
32381010,友缘公寓,经济型,58,0,0,0,0,0,0
26957606,三兴公寓,经济型,98,0,0,0,0,0,0
27416365,燎原公寓,经济型,68,0,0,0,0,0,0
23245317,安溪梦家旅馆,经济型,39,0,0,0,0,0,0
12996191,玖8连锁酒店(靖海路店),经济型,88,0,0,0,0,0,0
57784704,好来居公寓,经济型,58,0,0,0,0,0,0
23270278,皇岛酒店,经济型,158,0,0,0,0,0,0
22541524,江锋旅馆,经济型,58,0,0,0,0,0,0
57072089,怡景宾馆,经济型,85,0,0,0,0,0,0
16150617,达华宾馆,经济型,98,0,0,0,0,0,0
41592222,天龙出租,经济型,38,0,0,0,0,0,0
22904058,茶都福星宾馆,经济型,55,0,0,0,0,0,0
22534221,普尔曼商务宾馆,经济型,88,0,0,0,0,0,0
18634209,中山咖啡客栈,经济型,30,13,7,3,2,0,1
12994999,群利宾馆,经济型,78,0,0,0,0,0,0
16326015,金阳光酒店,经济型,118,0,0,0,0,0,0
58378027,就是为你紫云酒店,经济型,128,12,4,5,1,1,1
21938967,雅园商务宾馆,经济型,138,0,0,0,0,0,0
27278161,温馨住宿,经济型,65,0,0,0,0,0,0
22483778,如意宾馆,经济型,68,0,0,0,0,0,0
17732537,7天连锁酒店(泉州温陵南路美食街...,经济型,117,32,14,9,6,1,2
32377784,山水宾馆,经济型,98,0,0,0,0,0,0
56864273,one night公寓,经济型,68,0,0,0,0,0,0
13755990,柏莱酒店,四星级/高档型,303,16,13,2,0,0,1
19788283,南安明利大酒店,四星级/高档型,288,13,3,7,2,0,1
4512246,泉州晶都酒店,四星级/高档型,196,25,13,6,4,1,1
57088310,速8酒店(泉州德化进城大道店),经济型,168,5,2,1,1,0,1
13754142,晋江新天娇商务酒店,四星级/高档型,157,4,1,2,0,0,1
5153589,瓷都大酒店,三星级/舒适型,108,21,7,8,5,1,0
22505275,宝顺旅馆,经济型,89,0,0,0,0,0,0
40503312,鑫盛旅馆,经济型,68,0,0,0,0,0,0
13025502,康家宾馆,经济型,115,0,0,0,0,0,0
