2639929,7天连锁酒店(福州东街口三坊七巷...,经济型,￥219,130,46,36,26,10,6
18668862,聚商音乐连锁酒店(福州西湖店),经济型,￥104,56,17,14,15,2,8
51128384,福建藤山戴斯国际酒店,四星级/高档型,￥362,7,3,0,3,0,1
6148062,易佰连锁旅店(福州火车站店),经济型,￥89,82,23,15,31,6,7
5155412,君威酒店公寓,经济型,￥110,28,6,5,12,1,4
6144274,格林豪泰快捷酒店(福州三坊七巷...,经济型,￥208,37,13,9,7,5,3
24636807,速8酒店(福州东街口井大店),经济型,￥248,10,4,4,1,1,0
8868944,速8酒店(福州火车南站店),经济型,￥198,42,20,8,13,0,1
4359638,新紫阳大酒店,四星级/高档型,￥353,34,13,14,3,2,2
6018867,摩登世家连锁酒店(五四店),经济型,￥128,35,12,9,6,3,5
18077669,福州世茂洲际酒店大堂酒廊,咖啡厅,￥87,9,2,5,2,0,0
13684900,融鑫假日酒店,经济型,￥138,16,8,7,1,0,0
18365854,如家快捷酒店(福州左海公园梅峰...,经济型,￥180,65,26,28,8,0,3
22248678,吾·澄舍精品酒店,经济型,￥291,15,11,2,1,1,0
58622220,假日酒店公寓(学生街店),经济型,￥58,1,1,0,0,0,0
37776646,旗山松谷房车营(原牧家松谷房车...,四星级/高档型,￥2398,0,0,0,0,0,0
63183786,平潭金永雅阁度假酒店(原龙凤头...,四星级/高档型,￥263,9,6,1,1,0,1
68133683,缘宿主题酒店(学生街店),更多酒店住宿,￥158,1,1,0,0,0,0
22130322,迷你星酒店(福州三叉街地铁站店),经济型,￥188,68,38,16,9,2,3
19673025,天天酒店公寓(万达广场店),经济型,￥118,8,4,1,3,0,0
66155509,唯爱城市酒店,三星级/舒适型,￥268,2,1,1,0,0,0
5730607,钦榕大酒店(怡山大厦店),自助餐,￥172,82,29,15,15,15,8
17282671,川捷温泉高尔夫俱乐部酒店,四星级/高档型,￥372,13,5,2,2,2,2
11317317,凯斯顿精品酒店,四星级/高档型,￥308,28,13,9,3,2,1
2396173,融侨水乡酒店餐厅,闽菜,￥94,55,14,16,12,2,6
20873450,福州远恒大酒店,三星级/舒适型,￥188,12,7,2,2,1,0
11319516,国惠大酒店餐厅(吴航店),闽菜,￥210,46,18,15,7,1,5
21692190,八闽楼颐豪酒店,四星级/高档型,￥512,9,3,5,1,0,0
56619550,金仕顿大酒店,四星级/高档型,￥452,28,8,10,5,0,4
57736301,福州爱生酒店,四星级/高档型,￥654,1,0,1,0,0,0
57400333,海友良品酒店(福州福新中路店),经济型,￥169,7,4,3,0,0,0
8958048,汉庭(福州汽车南站店),经济型,￥161,48,27,13,6,2,0
19356173,锦江之星(福州仓山奥体店),经济型,￥189,24,12,8,2,1,1
5164541,皇庭快捷酒店(学生街店),经济型,￥110,16,3,1,6,3,3
21127189,格林豪泰酒店(福州五一广场店),三星级/舒适型,￥188,18,8,4,4,1,1
3290605,金辉大酒店,三星级/舒适型,￥232,46,11,19,9,2,4
2401675,阿胖破店大酒店,海鲜,￥85,49,12,11,14,2,4
21780439,海友酒店(福州南门兜地铁站店),经济型,￥118,12,5,6,0,0,1
7573551,最佳西方财富酒店唐人街美食城,粤菜,￥60,38,18,2,5,5,2
19009408,速8酒店(福州火车站北广场店),经济型,￥158,37,24,6,6,1,0
24831664,望海楼大酒店,海鲜,￥68,16,11,3,1,0,1
13770059,东关明珠酒店,四星级/高档型,￥385,21,9,6,5,0,1
5185847,四季如春酒店(鼓屏路分店),经济型,￥226,44,11,14,11,2,6
10019645,永得胜酒店(万达店),经济型,￥168,19,3,9,3,3,1
19454055,尚品雅居智能酒店,四星级/高档型,￥281,12,6,5,1,0,0
18131034,速8酒店(福州省彩印厂店),经济型,￥195,32,17,10,3,0,2
23441061,速8酒店(福州万象城店),经济型,￥178,15,3,4,2,3,3
14884476,君逸精品酒店,经济型,￥225,27,17,5,5,0,0
5148022,速8酒店(福州金鸡山店),经济型,￥168,30,13,6,7,3,1
18514331,长乐豪生长山湖国际酒店餐厅,自助餐,￥196,38,14,10,4,5,3
5185984,和谐大酒店,四星级/高档型,￥236,27,12,7,6,1,1
68052230,落夜居精品公寓,公寓式酒店,￥98,1,1,0,0,0,0
2325757,金百合大酒店,三星级/舒适型,￥359,50,10,16,11,3,10
56854417,花语主题酒店,经济型,￥94,0,0,0,0,0,0
58094284,三迪华美达广场酒店(风粤轩中餐...,其他,￥107,1,1,0,0,0,0
66319301,虚渡吧私影客栈,客栈旅舍,￥118,5,5,0,0,0,0
18619854,海悦都市酒店(红旗大厦店),经济型,￥168,16,6,6,1,0,3
18554957,金泉快捷酒店,经济型,￥88,1,1,0,0,0,0
4707486,7天连锁酒店(五一南路汽车南站店...,经济型,￥177,101,42,26,22,6,5
8020950,如家快捷酒店(福州前横路鼓山店),经济型,￥170,38,24,9,4,1,0
20948050,长乐荣华酒店公寓(长乐机场店),经济型,￥158,13,9,2,0,1,1
17387524,凯宾酒店(清昌大道店),经济型,￥228,19,10,4,3,1,1
4359587,金悦大酒店,经济型,￥138,13,6,4,2,0,1
5161707,银河花园大饭店,四星级/高档型,￥397,37,9,14,6,4,4
4359483,星艺都大酒店,经济型,￥118,8,2,1,1,1,3
18048598,顺昌商务公寓,经济型,￥116,14,9,4,1,0,0
17155503,易佰连锁旅店(福清成龙步行街店),经济型,￥87,29,16,7,4,1,1
13761011,卡瑞登·城市酒店(福清西门店),三星级/舒适型,￥258,16,7,3,6,0,0
5607021,金悦酒店(福大店),经济型,￥158,11,4,3,3,1,0
41038117,井泉深井温泉酒店,经济型,￥88,4,0,1,1,0,2
63055329,晋都戴斯国际酒店·中餐厅,海鲜,￥193,6,3,2,1,0,0
17727139,7天连锁酒店(福州火车站店),经济型,￥157,15,8,3,3,0,1
545258,榕城大酒店,闽菜,￥84,68,18,23,15,2,5
2685661,香格里拉大酒店多功能厅,闽菜,￥331,34,8,12,8,0,1
65753957,米莱主题酒店,经济型,￥128,2,2,0,0,0,0
23170791,越飞航空友善酒店,经济型,￥208,16,8,5,2,1,0
22440972,博仕后伊家公寓,经济型,￥98,0,0,0,0,0,0
4359601,四季如春商务旅馆(紫阳店),经济型,￥178,27,14,7,5,0,1
11318295,卡瑞登酒店,经济型,￥138,8,1,1,0,6,0
22402437,爱尚巴黎主题酒店,经济型,￥198,10,6,3,0,0,1
38314618,福州市仓山区格林之星酒店福湾店,三星级/舒适型,￥148,2,1,0,1,0,0
2039068,如家快捷酒店(福州火车站华林路...,经济型,￥161,108,33,39,17,7,7
22311787,速8酒店(福州福马路鼓山店),经济型,￥148,14,8,2,1,1,2
13755844,福清融侨大酒店,四星级/高档型,￥240,55,29,21,4,0,0
27228059,瑞豪精品酒店(福州长乐国际机场...,经济型,￥178,9,8,1,0,0,0
4289069,如家快捷酒店(福州五四路温泉店),经济型,￥189,30,10,7,8,4,1
58125542,梅园酒店,三星级/舒适型,￥105,20,5,7,6,0,2
58616659,摩登假日酒店(平潭店),经济型,￥114,4,3,0,1,0,0
21959693,速8酒店(福州金山建新南路店),经济型,￥158,13,4,3,3,0,3
57283705,福州锦颐大酒店,四星级/高档型,￥264,9,0,3,1,3,2
5444986,教育·新濠酒店,三星级/舒适型,￥308,56,18,23,10,2,2
5163886,梅峰宾馆,四星级/高档型,￥444,40,2,11,11,5,11
27223705,清境·石厝,经济型,￥470,10,8,2,0,0,0
16964125,四季如春酒店(江滨店),经济型,￥169,17,8,5,4,0,0
58597229,儒庭连锁酒店(五一广场店),经济型,￥119,4,2,1,1,0,0
5675961,枫庭快捷酒店,经济型,￥128,16,5,3,2,2,3
9039902,佳季精品酒店,经济型,￥217,40,16,13,5,4,2
58221219,鑫都精品酒店(火车站店),三星级/舒适型,￥129,5,4,0,0,0,1
66398595,平潭咔溜岚岛国际青年旅舍,青年旅舍,￥50,7,7,0,0,0,0
22816319,班长家,经济型,￥108,14,8,2,0,0,4
69096934,源泉大酒店,三星级/舒适型,￥288,13,5,3,0,4,1
4359627,龙祥大酒店,三星级/舒适型,￥181,28,6,7,10,1,4
17198604,福州豪阁精品公寓,经济型,￥158,12,7,2,3,0,0
57071380,华居精品酒店(仓山万达店),经济型,￥238,1,0,0,0,1,0
58595411,三山小筑旅馆,青年旅舍,￥38,3,3,0,0,0,0
20946529,小希尔顿时尚酒店(马尾店),经济型,￥153,12,7,3,1,1,0
5155029,7天连锁酒店(福州马尾店),经济型,￥138,30,12,11,6,0,1
5289010,7天连锁酒店(福州塔头路泰禾广场...,经济型,￥177,38,17,10,5,6,0
66734378,海友酒店(福州交通路店),经济型,￥129,8,1,3,3,0,1
19711510,盛达商务酒店,经济型,￥118,11,8,2,0,1,0
8864769,胜达大酒店,经济型,￥138,9,7,1,0,0,1
4359586,华亿快捷酒店,经济型,￥108,22,5,6,5,2,4
65715664,速8酒店(五四路华林温泉店),经济型,￥249,7,1,1,2,0,3
22959758,唯爱时尚公寓,经济型,￥118,0,0,0,0,0,0
32867981,长乐心悦公寓,经济型,￥158,7,7,0,0,0,0
57491750,宝龙新银河主题酒店,经济型,￥99,7,2,0,0,1,4
3701341,小希尔顿商务快捷酒店(古田路店),经济型,￥109,71,18,23,11,6,13
19365912,金帝商务酒店休闲中心,足疗按摩,￥72,1,0,0,1,0,0
21168144,格林豪泰快捷酒店(福州学生街山...,经济型,￥169,11,1,5,3,0,2
22216812,安安小屋公寓,经济型,￥30,8,5,2,0,0,1
18878945,瑞鑫大酒店阳光餐厅,自助餐,￥57,1,0,1,0,0,0
27436662,怡心院精品客栈,经济型,￥298,4,2,2,0,0,0
6148953,福州金桥国际旅行社,旅行社,￥224,648,390,155,56,23,24
70086595,阳光假日大酒店自助餐厅,自助餐,￥130,1,0,0,1,0,0
67877630,如家睿柏·云酒店(五一南路汽车...,三星级/舒适型,￥199,4,1,1,1,0,1
6153221,闽侯县格林之星酒店,经济型,￥318,38,13,11,4,1,9
